Name,w,w1,v,mvc,v/mvc,l1,l1w,l2,l2w,linf,linfw,R,R^2,BLACK%,HISP%,TotPop
WichitaKS,0.1295372498727514,0.5271190185674117,0.3874969352748084,0.10889913010751308,3.5583106576906856,15.80390210140348,0.1306107611686238,2.024815710192598,0.016734014133823125,0.780563293098112,0.006450936306595967,0.10601937518784642,0.011240107915221344,9.940226588018207,17.02930077788515,457394.0
ArlingtonTX,0.22242753161859863,1.060953482848626,0.4751383906599857,0.2318115834816828,2.0496749279033764,18.44734257425887,0.16325081924122892,2.406457258024319,0.02129608192941875,0.7318421713998492,0.00647647939291902,-0.10386097213087826,0.010787101531971072,24.813470070773906,28.726568616915117,521096.0
BakersfieldCA,0.46738509848701115,1.311648106834811,0.6091276568456266,0.2868765232187913,2.1233095340501773,67.36981556084194,0.4881870692814633,6.2317384196700765,0.04515752478021794,0.9313445618041679,0.006748873636262086,0.2966692704849771,0.0880126560500885,6.116386909435696,55.343412494999924,539992.0
New OrleansLA,0.48687423687423687,2.6362361096766365,1.115217478105086,0.5532766777720651,2.0156596562064473,86.74925296769425,0.43812754024088,7.666338631037536,0.03871888197493705,0.9578754578754578,0.004837754837754837,-0.41896869811365905,0.17553476999905437,50.57525545045859,8.847359380714938,431982.0
AnaheimCA,0.45638526350569963,1.3228643387043235,0.736167258102025,0.28949123895665196,2.5429690402902234,45.81346308133635,0.46276225334683185,5.033802245824817,0.05084648733156381,0.9048405749215265,0.009139803787086126,0.02518404996100821,0.0006342363724385577,2.497140470959894,50.13544181993137,550790.0
TampaFL,0.22853295391638162,1.087541334875522,0.6760854526020461,0.13012508651814975,5.195658044828629,30.091926882935766,0.2089717144648317,3.4518510261016293,0.023971187681261316,0.7970631424375918,0.005535160711372165,-0.10643285652057459,0.011327952947129218,20.267522739432852,28.033299779633815,551355.0
AuroraCO,0.34842053176995236,1.0874855833370356,0.3133461644061453,0.23379519516046546,1.3402592135868319,16.545156745365983,0.13342868343037081,2.131798333809516,0.017191922046850935,0.667601683029453,0.005383884540560105,0.3218200911506487,0.10356817106821183,15.905271642973762,28.484086701687993,585548.0
Santa AnaCA,0.478034188034188,0.6101070667351327,0.3704034183593784,0.23068274694646804,1.605683230594327,47.51882410271732,0.6599836680932961,5.9550262790445885,0.08270869832006372,0.9528205128205127,0.013233618233618231,-0.4298678832315908,0.1847863970340086,1.3435833341284,67.9984830126034,419252.0
St. LouisMO,0.48373015873015873,0.9096821679019993,0.4680695190072119,0.25898583069354414,1.8073170943512922,56.01987123707793,0.459179272435065,6.517091694006422,0.05341878437710182,0.9650793650793651,0.00791048659901119,-0.46133207452651953,0.21282728298694217,43.21551617641003,4.75807447874487,364265.0
PittsburghPA,0.4607538035961272,2.0509730810826996,0.9598134669436205,0.6091116908726092,1.575759390808274,32.416101663646565,0.19068295096262686,4.169945460050563,0.024529090941473902,0.9097510373443983,0.005351476690261167,-0.1059232562457707,0.011219736213707202,19.79066606252832,3.4478930675124606,441400.0
Corpus ChristiTX,0.5438290894152351,0.9582966771940317,0.40596679928300505,0.28841727436475867,1.4075675604977202,50.859326253256064,0.5297846484714174,5.616966432061143,0.058510067000636906,0.9217439910564562,0.009601499906838085,0.0888437918853766,0.007893219356572109,3.990178192500813,59.084896352923664,362866.0
RiversideCA,0.46497405485544846,1.3491377350308733,0.6711859065240546,0.3044513299999836,2.20457537999289,45.30044907141017,0.48191967097244864,5.068792276615539,0.053923322091654666,0.9106745737583395,0.009688027380407867,-0.297389803919294,0.08844069547515612,6.721241543676131,54.318231347401316,431334.0
CincinnatiOH,0.575178068582759,1.8486755573261668,0.8452805159937707,0.3975252045639981,2.1263570367088205,44.23022046495536,0.30088585350309766,4.8723252773610755,0.03314506991402092,0.8690702087286527,0.005912042236249338,0.027597547107803905,0.0007616246063674556,32.04449416892645,4.34668685221847,480872.0
LexingtonKY,0.12883907151888574,0.5932614443509969,0.17891170899193357,0.10099949928337007,1.7714118412604054,7.338606779251501,0.07488374264542348,1.116846292153607,0.011396390736261296,0.3914455874390904,0.00399434272897031,0.508009910797123,0.25807406946810085,13.064802717533317,8.702900444212176,382700.0
AnchorageAK,0.0275379275229809,0.094851559083589,0.009975641319140832,0.005453451256691601,1.8292345249992517,2.5873436692907625,0.0392021768074358,0.366842104722547,0.0055582137079173794,0.11653927107566192,0.001765746531449423,0.7574121260309364,0.5736731286587031,4.739875821249654,8.793415818283806,310198.0
StocktonCA,0.4066931857488758,1.0320555212027318,0.31656438765191036,0.2055152791284946,1.5403447811487747,31.48306269769505,0.35374227750219156,3.7887781215995138,0.04257054069212937,0.7781917536015897,0.008743727568557187,-0.22939377067776415,0.05262150202576265,11.248378950242305,45.58126483592322,395577.0
ToledoOH,0.5353493047411626,1.0689948433269372,0.45200423726901273,0.27358855184407865,1.6521314003175662,31.131718371379485,0.23232625650283198,3.8731150959996823,0.02890384399999763,0.8635547576301615,0.006444438489777325,-0.18445042025930913,0.03402195753383576,25.098845187445562,8.568671558276366,319186.0
St. PaulMN,0.40168539325842695,0.9532545955252436,0.32143951512781826,0.23392877189563463,1.3740914062132803,10.010777096379536,0.09269238052203274,1.560550223152835,0.014449539103266991,0.7927590511860174,0.007340361585055717,0.16437651153521884,0.027019637544487933,14.928440925700365,9.106780349167682,394080.0
NewarkNJ,0.20946185753988528,0.8143500455689914,0.6534399139201504,0.17213150625324108,3.7961668270003113,63.8513267283433,0.5276969151102753,6.297319606512261,0.05204396369018397,0.8438607462997707,0.006974055754543559,-0.827241073531174,0.6843277937370092,49.21361985363846,33.21449659145807,447112.0
GreensboroNC,0.5278257625267019,0.9897909004762014,0.381064435231279,0.2551636666718894,1.4934118176052207,24.10939153214256,0.25924076916282324,3.2613292263242073,0.035068056197034486,0.8169984686064319,0.008784929769961633,0.44478278486233314,0.19783172570989252,35.64020347168616,9.47563485937098,404184.0
BuffaloNY,0.26672340905917546,0.7853856542876848,0.4576507944789804,0.22491596039291,2.034763534252978,28.12669079119486,0.2628662690765875,3.9265998423957873,0.036697194788745675,0.8186500406614259,0.007650934959452578,-0.12371259053566601,0.01530480505704536,31.660646182629343,11.399582643736059,347425.0
PlanoTX,0.3785116267891536,0.8556167401397209,0.19016291878348124,0.1745278645444167,1.089584859586049,6.239261078183,0.06932512309092222,1.158880300228935,0.0128764477803215,0.5672339629698897,0.00630259958855433,0.4135807606324251,0.17104904556529532,9.397332989826287,15.390725846489921,372627.0
LincolnNE,0.08607731984872014,0.26995093659168,0.06592654062810131,0.02859285494860679,2.305699824190296,3.6679197419647447,0.04584899677455931,0.5943282659091107,0.007429103323863884,0.25,0.003125,0.46441446108959383,0.21568079166913787,4.327454792371026,8.081444627547114,317369.0
HendersonNV,0.19848211603859145,0.5384485807081215,0.0806235164943112,0.06017410267421733,1.339837453510641,10.846091348605613,0.11789229726745232,1.2349500850127686,0.013423370489269225,0.3345001944768573,0.003635871679096275,0.7042576748177204,0.495978872539662,7.341063812386775,19.357588764618562,403511.0
Fort WayneIN,0.1901535790250467,0.30428591021924556,0.08618664572290022,0.08760439642709437,0.9838164434432919,5.134638702918637,0.06186311690263418,0.9189544421684567,0.01107174026708984,0.37219047619047624,0.004484222604704533,0.7038063671651018,0.4953434024621381,12.987001392707926,9.352866954731041,336036.0
Jersey CityNJ,0.1539955753468097,0.5767753829805493,0.3562891059259625,0.05415016430708713,6.579649581586435,17.517602280227464,0.19682699191266814,2.476143412863823,0.027821836099593517,0.6788307222009935,0.007627311485404421,0.03924280211018137,0.0015399975174588555,17.987135214078535,27.165586843123506,343729.0
St. PetersburgFL,0.43197823303457106,0.7425308215212284,0.30540522537875464,0.20535951047025666,1.4871735167239217,13.657152043957703,0.14079538189647117,2.5084115076038254,0.025859912449523972,0.8301010652827097,0.008557742941058863,-0.33618431517739256,0.11301989377129242,18.47801752543837,9.403132380438862,317139.0
Chula VistaCA,0.5437690625698849,0.7244346235004435,0.31879392807455337,0.22801843364757302,1.3981059468520147,38.47511430236541,0.5576103522081943,4.844271372988142,0.07020683149258176,0.8692270296548371,0.012597493183403436,-0.41027117040823896,0.16832243326814625,5.306208855344285,59.422071029752054,340111.0
NorfolkVA,0.4745308310991957,1.6966134250836284,0.7536531484396992,0.5021452677472311,1.500866774710046,27.47359371670904,0.31219992859896634,4.003288274327662,0.04549191220826889,0.9132037533512064,0.010377315378990982,-0.2797116590670139,0.07823861221802142,39.72491244838375,9.833409248736196,267842.0
OrlandoFL,0.2246670343795465,1.1225650477534814,0.7107906369645771,0.2296128799331802,3.095604380605412,33.08748728081184,0.3181489161616523,3.861952728438831,0.037134160850373375,0.808282208588957,0.007771944313355357,-0.35122386005897865,0.12335819987472903,21.836467877813682,35.86127390457626,549947.0
ChandlerAZ,0.36179972672262345,0.7435074291172675,0.2153812639042127,0.1445349028171548,1.490167839782497,12.091609953615563,0.14927913522982178,1.6922985540881321,0.02089257474182879,0.6628928362287722,0.008183862175663853,0.36104939227940325,0.13035666366532642,5.684084563222975,20.825250941200256,366022.0
LaredoTX,0.4946558358272766,0.6085945531127162,0.354256154066247,0.24727902306372132,1.43261708849019,61.891270584659026,0.9377465240099853,7.656096819035949,0.11600146695509014,0.9888841385207354,0.014983093007889931,-0.9376213993954905,0.8791338886043579,0.4396793200038636,95.15348208248817,258825.0
MadisonWI,0.18184357423024056,0.3588012871792067,0.0776989700379588,0.06543441320625065,1.1874328236588598,3.0088128559072187,0.0345840558150255,0.48718767878970926,0.0055998583768932094,0.27950523964954477,0.003212703904017756,0.7250789588702848,0.5257394965964162,6.761170757287944,8.901738618644753,358503.0
Winston-SalemNC,0.38543040625206093,0.8543819136726738,0.32071803253445924,0.2640462356943467,1.2146283081487077,13.596863854831124,0.1658154128637942,2.287205289264651,0.027892747430056722,0.8151483050847458,0.009940832988838364,0.3445023772301106,0.11868188791719744,27.393704031310207,15.038350155702842,330116.0
LubbockTX,0.1851098532711003,0.8184133724180108,0.5240212884567643,0.21654961406665574,2.4198671085854087,28.626265021074353,0.2951161342378799,3.2911945412212766,0.03392984063114718,0.8663025409641415,0.00893095403055816,0.08391687874802801,0.007042042538811236,9.306144270057661,34.98994990574782,288057.0
Baton RougeLA,0.5871392735193703,1.5809123016074413,0.6527200123963152,0.3783001129714022,1.725402636730531,37.030518912022785,0.45159169404905836,5.020723803254407,0.06122833906407814,0.9572738641100458,0.011674071513537145,-0.19746353333705474,0.03899184699795413,51.52270530796586,7.067279272629462,319727.0
DurhamNC,0.4179821924107129,1.5528646734694693,0.5374098648813028,0.4223188003044678,1.2725217643492568,14.46796223972804,0.19819126355791836,2.353087444828062,0.03223407458668578,0.8161401776900297,0.011180002434109996,0.16725493902022254,0.027974214626658358,32.16636001882675,15.332106741973671,350565.0
GarlandTX,0.14133593025727886,0.9466870295160367,0.46629325886503015,0.15649142817139272,2.9796728441530735,18.33168427705436,0.23807382177992675,2.82645344793883,0.03670718763556922,0.7731914893617021,0.010041447913788339,-0.22660330088241334,0.05134905597080555,16.705683321255684,37.58448744507811,371209.0
GlendaleAZ,0.41923641703377384,0.9420867589772247,0.33394897002027163,0.19642661523996877,1.7001207785019141,31.51978604568416,0.33892243059875443,3.868965935607366,0.041601784253842644,0.8015523389972729,0.008618842354809385,0.4220242873796855,0.17810449913833137,6.77425885105043,41.19955913446399,444580.0
RenoNV,0.3258305484568508,0.9712248998493028,0.3282365368713979,0.17473671049538564,1.8784635234395455,19.952437722253308,0.2056952342500341,2.4904787695972637,0.02567503886182746,0.6076272852368783,0.006264198816875033,0.46240910775655997,0.21382218293621788,2.681622148635473,24.598664312671463,341547.0
HialeahFL,0.35683656199441194,0.7084426759140133,0.40304248742416415,0.2888697392820124,1.39523955823801,67.6332897437438,0.878354412256413,7.833817734434147,0.10173789265498892,0.95796783625731,0.012441140730614416,-0.9204117470597628,0.8471577841256048,3.528397579530665,90.81456038426964,298124.0
ChesapeakeVA,0.45213094502779494,1.7244499001382991,0.7945212004225735,0.4126487680658415,1.9254175994433143,23.613213285825502,0.28449654561235543,3.391927904431189,0.0408666012582071,0.887584928968499,0.010693794324921676,-0.04031525797995776,0.001625320025990548,33.905175729602384,6.801108226357036,332784.0
ScottsdaleAZ,0.24677341453253943,0.5596013933280354,0.09224144028797435,0.055654719128771346,1.6573875806389449,6.766560486828382,0.0805542915098617,0.9400818205186183,0.011191450244269267,0.3572583252505658,0.004253075300601973,0.7116053704246861,0.5063822032172547,2.1062323761293666,10.350463256028084,347540.0
North Las VegasNV,0.3831247353052627,0.8366722304612264,0.26522262808781133,0.24715257731643497,1.0731129368246113,14.473553559472958,0.18796822804510335,2.417726632593311,0.03139904717653651,0.8423123486682809,0.010939121411276375,-0.047919014399701296,0.00229623194103878,21.10017507023866,37.88405657596304,332438.0
IrvingTX,0.36450992953235095,1.1351515667532908,0.481935394920977,0.2777502183033856,1.7351395720400862,24.940037046852908,0.30414679325430377,3.7850656678287566,0.04615933741254581,0.8571428571428571,0.010452961672473867,-0.41220946671011793,0.16991664444543983,12.41515409260685,40.44464466416317,297451.0
FremontCA,0.2799124513618677,0.9353847321543248,0.21663181820154123,0.13098338079722394,1.653887820600005,8.441342046865225,0.12233829053427862,1.3024453854544769,0.018876020079050388,0.5481517509727627,0.007944228274967576,0.18993125923564214,0.03607388323483669,2.8001903977619502,14.604559617569157,342441.0
IrvineCA,0.15109781230183894,0.5312643641311627,0.0867178953329357,0.047395302523717577,1.829672788554104,6.308596908551061,0.10013645886588986,0.8968261767467658,0.014235336138837552,0.2873307364125394,0.004560805339881578,0.5136746736362591,0.26386167033531727,2.096880160076341,12.596519188926555,400309.0
BirminghamAL,0.4817777777777778,1.3283847726433518,0.612481191995551,0.28823409503449715,2.1249435876843314,62.634733037218325,0.5010778642977466,6.74283797712253,0.05394270381698024,0.9466666666666668,0.007573333333333334,-0.12247174942495997,0.014999329407210184,49.684009212503504,5.192218741836605,417259.0
RochesterNY,0.16720229520646612,0.5928170442641426,0.3159779892021334,0.1456900628509152,2.16883693382351,18.727971618290347,0.16428045279202058,2.7078088100672986,0.02375270886023946,0.7059760956175298,0.006192772768574823,0.4778720297624471,0.2283616768292811,29.016495569786567,15.56878271729599,338697.0
San BernardinoCA,0.45675750834260287,1.0026499436724468,0.38708453103218454,0.24364074955609116,1.588751190995124,44.81340614255757,0.5601675767819696,5.307168267025292,0.06633960333781616,0.8912680756395995,0.011140850945494994,-0.2806057197499698,0.07873956995639858,10.9094183515104,66.75291724711452,377582.0
SpokaneWA,0.10292529013606244,0.17858088241196668,0.010853500305787484,0.00817024066374289,1.328418678528297,3.204036016623512,0.042720480221646824,0.40088474886859027,0.005345129984914537,0.1558526247147049,0.002078034996196065,0.496741916186718,0.24675253129685235,2.5360868520987285,6.742245721267139,287293.0
